0	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
1	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
2	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
3	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
4	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
5	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
6	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
7	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
8	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
9	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
10	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
11	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
12	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
13	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
14	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
15	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
16	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
17	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
18	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
19	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
20	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
21	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
22	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	21	20	19	18	17
23	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
24	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
25	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
26	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4
27	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
28	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
29	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
30	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	23	22
31	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
32	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
33	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
34	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
35	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
36	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
37	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
38	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
39	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11
40	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
41	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
42	1	4	3	2	1	7	6	5	10	9	8	7	6	15	14	13	12	11	10	9	8	7	7
43	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
44	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	22	21	20
45	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13
46	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13
47	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
48	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
49	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
50	1	3	2	1	7	6	5	4	4	4	3	2	14	13	12	11	10	9	8	7	6	5	5
51	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
52	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
53	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4
54	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4
55	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25
56	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
57	1	2	5	4	3	2	9	8	7	11	10	9	8	7	7	6	5	4	20	19	18	17	16
58	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
59	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
60	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
61	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
62	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
63	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
64	1	3	2	1	7	6	5	4	4	4	3	2	15	14	13	12	11	10	9	8	7	6	6
65	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4
66	1	3	2	1	6	5	4	3	3	3	2	14	13	12	11	10	9	8	7	6	5	4	4
67	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	22	21	20	19
68	1	3	2	1	6	5	4	3	3	3	2	13	12	11	16	15	14	13	12	11	10	9	9
69	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
70	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
71	1	3	2	1	6	5	4	3	3	3	2	13	12	11	17	16	15	14	13	12	11	10	10
72	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	25
73	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
74	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	20	19	18	17	16	15
75	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
76	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
77	1	2	4	3	2	1	1	1	1	1	13	12	11	10	10	9	8	7	6	5	4	3	3
78	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	24	23
79	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
80	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11
81	1	4	3	2	1	7	6	5	11	10	9	8	7	6	6	5	18	17	16	15	14	13	13
82	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11
83	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
84	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	21	20	19	18
85	1	2	5	4	3	2	9	8	7	12	11	10	9	8	8	7	6	5	4	4	3	23	22
86	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	18	17	16	15	14	13	12	12
87	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
88	1	2	4	3	2	1	1	1	1	1	12	11	10	9	9	8	7	6	5	22	21	20	19
89	1	1	1	6	5	4	3	2	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1
90	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
91	1	2	5	4	3	2	8	7	6	6	5	4	3	3	3	3	3	19	18	17	16	15	24
92	1	1	1	5	4	3	2	10	9	8	7	6	5	5	5	17	16	15	14	13	12	11	11
93	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21
94	1	1	1	5	4	3	2	9	8	7	6	5	4	4	4	4	4	3	3	3	23	22	21
